award_date,grant_number
2016-01-13,7R01DK080236-08
2016-01-13,5R01GM110151-02
2016-01-13,1I01BX002149-01A2
2016-01-13,1R01MH108579-01
2016-01-13,1I01BX002650-01A2
2016-01-13,5R01AI116744-02
2016-01-13,5R01MH107272-02
2016-01-13,5R21NS091667-02
2016-01-13,1K23HL127251-01A1
2016-01-13,1R01CA203023-01
2016-01-13,1R21CA201963-01
2016-01-13,1R21MH106902-01A1
2016-01-13,5R01GM112744-02
2016-01-13,1I01BX002774-01A1
2016-01-13,1R21AI117457-01A1
2016-01-13,4R01AI105204-04
2016-01-13,3R01NS087019-01A1S2
2016-01-13,7K01DK092352-05
2016-01-13,5R44DA034404-03
2016-01-13,1K01HL130719-01
2016-01-13,1I01BX002412-01A2
2016-01-13,1R43ES025513-01A1
2016-01-13,1I01BX002780-01A1
2016-01-13,2UM1HG006542-05
2016-01-13,1I01BX002891-01A1
2016-01-13,5R01HL122830-03
2016-01-13,5P50DC000422-28
2016-01-13,5R41AI118037-02
2016-01-13,1UM1HG008901-01
2016-01-13,2R01HL049413-20A1
2016-01-13,5P50DC000422-28
2016-01-13,5P50DC000422-28
2016-01-13,5P50DC000422-28
2016-01-13,5R01AI102922-03
2016-01-13,5R01DC012347-05
2016-01-13,5P50DC000422-28
2016-01-13,5P30DC006276-14
2016-01-13,5R01DC014246-02
2016-01-13,5R01AI106925-03
2016-01-13,5R00MH099243-04
2016-01-13,5R01AI116593-02
2016-01-13,1I01BX002807-01A1
2016-01-13,3U2GPS002846-05S2
2016-01-13,5R01DC000200-31
2016-01-13,4R01AI072435-11
2016-01-13,5R01AI116635-02
2016-01-13,5F31AR066456-02
2016-01-13,5K01MH104348-02
2016-01-13,4U01AI103390-04
2016-01-13,3U2GPS002052-05S3
2016-01-13,3U2GPS001919-05S3
2016-01-13,4R01DC012142-05
2016-01-13,5R01DK101034-04
2016-01-13,2I01BX001002-05
2016-01-13,4F32MH102971-03
2016-01-13,7R00DK095984-04
2016-01-13,4R01DC011577-05
2016-01-13,1R21OD020185-01A1
2016-01-13,1R21AI107298-01A1
2016-01-13,5F32GM113360-02
2016-01-13,5R21AI117555-02
2016-01-13,3R01OH010359-02S1
2016-01-13,5R44AI085650-04
2016-01-13,5R01GM112844-02
2016-01-13,1I01BX002297-01A2
2016-01-13,4R37AI064003-11
2016-01-13,4R01AI105172-04
2016-01-13,5P50DC000422-28
2016-01-13,1I01BX002644-01A2
2016-01-13,3U54OH009568-07S1
2016-01-13,1U2GGH001841-01
2016-01-13,5K23MH100978-03
2016-01-13,1I01BX002976-01
2016-01-13,7R21AI116256-02
2016-01-13,1UM1HG008895-01
2016-01-13,2I01BX000737-05
2016-01-13,2UM1HG006504-05
2016-01-13,1IK2BX002712-01A1
2016-01-13,5F31AI117920-02
2016-01-13,5R21NS091630-02
2016-01-13,5R01GM062211-14
2016-01-13,1UM1HG008900-01
2016-01-13,1UM1HG008898-01
2016-01-13,5R01MH093413-05
2016-01-13,7R01EB004987-08
2016-01-13,7R01CA182424-03
2016-01-13,5R01AI118903-02
2016-01-13,5R01CA030488-36
2016-01-13,1I01BX002730-01A1
2016-01-13,4R44CA192875-02
2016-01-13,1F32DC014885-01A1
2016-01-13,4R01NS033689-22
2016-01-13,5R01AI116709-02
2016-01-13,4R01DC012596-04
2016-01-13,1I01BX002687-01A1
2016-01-13,1I01BX002806-01A1
2016-01-13,5K08AI114852-02
2016-01-13,2I01BX000713-04A2
2016-01-13,5F32GM113547-02
2016-01-13,1R03CA201960-01
2016-01-13,1I01BX002748-01A1
2016-01-13,1R43GM116343-01A1
2016-01-13,1R43HL131364-01
2016-01-13,2I01BX000382-05
2016-01-14,1R43EY026304-01
2016-01-14,5R37AI048638-16
2016-01-14,4R01CA166144-05
2016-01-14,4R01DC006685-12
2016-01-14,1R01NS093870-01A1
2016-01-14,4R01AI058145-10
2016-01-14,5R01GM062159-14
2016-01-14,6K23HD067247-06
2016-01-14,5R01NS090617-02
2016-01-14,5R01GM083873-12
2016-01-14,4R01AI097134-04
2016-01-14,2R01DK055532-16A1
2016-01-14,5R01NS085093-03
2016-01-14,5R33MH097007-05
2016-01-14,2R01GM067761-13
2016-01-14,1R21AI123719-01
2016-01-14,1R03DK105270-01A1
2016-01-14,1R01OD020376-01A1
2016-01-14,1R15EY025089-01A1
2016-01-14,1R43CA196134-01A1
2016-01-14,5R01AG046646-03
2016-01-14,5R01AI116155-02
2016-01-14,5R34MH100948-03
2016-01-14,1R01HL127717-01A1
2016-01-14,2R01MH091119-06
2016-01-14,4R01CA173077-04
2016-01-14,4R01AI068150-15
2016-01-14,1K22AI110541-01A1
2016-01-14,5R21AI117171-02
2016-01-14,5R34MH104068-02
2016-01-14,5R01GM114292-02
2016-01-14,4R37DK053477-19
2016-01-14,5R01AI116814-02
2016-01-14,5R01NS092377-02
2016-01-14,5R01MH104632-02
2016-01-14,4R01DC007395-09
2016-01-14,1R01AG049749-01A1
2016-01-14,1R01AI119069-01A1
2016-01-14,5R01AI118305-02
2016-01-14,1R01CA193362-01A1
2016-01-14,5R01GM114840-02
2016-01-14,5R01CA075922-20
2016-01-14,5T37MD001449-19
2016-01-14,4R01MH061933-15
2016-01-14,5R01GM110119-02
2016-01-14,4R00NS087095-03
2016-01-14,5F30MH105153-02
2016-01-14,1R01AG050300-01A1
2016-01-14,7R01HL109288-06
2016-01-14,1R01HL130848-01
2016-01-14,1R01EY024996-01A1
2016-01-14,7K25EB016040-05
2016-01-14,3P30CA008748-50S1
2016-01-14,4R01DC012836-04
2016-01-14,4R00EB016690-03
2016-01-14,3U24CA143799-05S2
2016-01-14,5R21OD019916-02
2016-01-14,5R01NS059957-08
2016-01-14,4K08DK094968-05
2016-01-14,4R01DC000937-25
2016-01-14,5F32GM113385-02
2016-01-14,5K08DK101604-03
2016-01-14,1R15GM117463-01
2016-01-14,4R37DK053301-19
2016-01-14,4R01CA174205-04
2016-01-14,5R01GM113945-02
2016-01-14,4R37GM041376-28
2016-01-14,4R01CA166054-04
2016-01-14,1R01HL131458-01
2016-01-14,5R21NS089366-02
2016-01-14,2R01EY006678-29A1
2016-01-14,1R01EB017722-01A1
2016-01-14,5R01CA173305-03
2016-01-14,5U52PS004088-04
2016-01-14,1R15GM117479-01
2016-01-14,1R03HD086523-01
2016-01-14,5R01MH102365-03
2016-01-14,1I01BX003221-01
2016-01-14,4R01GM103853-04
2016-01-14,5R01AI108546-03
2016-01-14,5R21NS092302-02
2016-01-14,5R01AI116493-02
2016-01-14,4R25AI098674-05
2016-01-14,3U2GGH000624-03S1
2016-01-14,5R21OD019932-02
2016-01-14,5R01AI074878-07
2016-01-14,5R21NS088957-02
2016-01-14,5R01AI117017-02
2016-01-14,5R01GM115189-02
2016-01-14,5R01GM110396-02
2016-01-14,1K01OD019924-01A1
2016-01-14,1I01BX003031-01A1
2016-01-14,4R01GM106210-04
2016-01-14,1R21CA195273-01A1
2016-01-14,1R01HL130113-01
2016-01-14,4R01AI095449-05
2016-01-14,1R01EY026182-01
2016-01-14,4R01DC000188-35
2016-01-14,4R01AI102939-04
2016-01-14,5R01NS052819-11
2016-01-14,5U42OD010442-15
2016-01-14,5R01NR015038-02
2016-01-14,7R01DE021726-03
2016-01-14,4R01AI095436-05
2016-01-14,4R01NS077952-04
2016-01-14,5R01DC013157-03
2016-01-14,5R01CA184088-02
2016-01-14,5R01GM114223-02
2016-01-14,1R01HL130471-01
2016-01-14,4R00DK103116-03
2016-01-14,4R01MH098114-05
2016-01-14,5R13DA037587-03
2016-01-14,4R01CA172560-04
2016-01-14,5R01CA180813-03
2016-01-14,5R21CA183623-02
2016-01-14,4R01GM103995-04
2016-01-14,5R01MH101180-03
2016-01-14,1R21AI121918-01
2016-01-14,5R01CA181360-03
2016-01-14,5K24AI079040-08
2016-01-14,5K08MH100267-03
2016-01-14,5R01GM110397-03
2016-01-14,5R01AI084167-12
2016-01-15,4R00DA036012-03
2016-01-15,5R21AI115978-02
2016-01-15,1R21AI122019-01
2016-01-15,1R21NS091586-01A1
2016-01-15,1I01BX002668-01A2
2016-01-15,5R01HL112610-03
2016-01-15,5R01NS038486-17
2016-01-15,1R21AI120012-01A1
2016-01-15,4P20MD006898-05
2016-01-15,5F32CA192758-02
2016-01-15,5R01HL114949-03
2016-01-15,5R01AI117734-02
2016-01-15,5F32AI106149-03
2016-01-15,1K23HL130524-01
2016-01-15,5R01DC014092-02
2016-01-15,1R01HL130249-01
2016-01-15,2R01DC004154-14A1
2016-01-15,5R21AI118468-02
2016-01-15,5R01DC001803-21
2016-01-15,1R03AI123885-01
2016-01-15,5R01DA038554-02
2016-01-15,5R44AI100332-04
2016-01-15,5R01GM113602-02
2016-01-15,4K01DK095003-04
2016-01-15,5R01EB018358-02
2016-01-15,5R01AI114760-02
2016-01-15,7R01HL092196-08
2016-01-15,7R37HL023081-36
2016-01-15,2I01BX001060-05A1
2016-01-15,4R01MH098729-04
2016-01-15,1R21AI123678-01
2016-01-15,1R03AI122221-01
2016-01-15,1R25HL131486-01
2016-01-15,1R21AI123289-01
2016-01-15,5R24OD012221-15
2016-01-15,4P20MD006898-05
2016-01-15,1U01AI123832-01
2016-01-15,1IK2CX001215-01A2
2016-01-15,2R01CA148706-06
2016-01-15,5R01AI106200-03
2016-01-15,5R01MH105290-02
2016-01-15,4R01CA172490-04
2016-01-15,6K23HD079606-02
2016-01-15,4R01DC001262-23
2016-01-15,5R01AI077784-07
2016-01-15,4R01GM106386-04
2016-01-15,5R01MH065961-13
2016-01-15,7R21EB016737-03
2016-01-15,5R01GM053804-20
2016-01-15,5R37AI034206-23
2016-01-15,5R01MH060974-22
2016-01-15,5R01CA183071-03
2016-01-15,5R21AI117238-02
2016-01-15,4R01AI040310-19
2016-01-15,1R21AI123753-01
2016-01-15,5R01MH103176-02
2016-01-15,3R42EY018794-03S1
2016-01-15,5R01AI103218-03
2016-01-15,1R35CA197585-01
2016-01-15,5U01CA182371-03
2016-01-15,1R01DK106436-01A1
2016-01-15,4R01GM104411-04
2016-01-15,4R01HL111291-04
2016-01-15,4R01AI098569-05
2016-01-15,4R01NS075449-05
2016-01-15,5R01AI114442-02
2016-01-15,1U19GH001625-01
2016-01-15,4R01AI069351-09
2016-01-15,5R21AI117695-02
2016-01-15,1R43CA203166-01
2016-01-15,6R25HD068835-06
2016-01-15,1IK2CX001019-01A2
2016-01-15,5SC3GM113803-02
2016-01-15,5R01AI116639-02
2016-01-15,4R01HL115208-04
2016-01-15,5R01AI110638-02
2016-01-15,4R01HL113167-04
2016-01-15,3U24CA143840-05S2
2016-01-15,3U10EY022599-02S1
2016-01-15,4P01AI104715-04
2016-01-15,5R01AI120700-02
2016-01-15,1R21AI121985-01
2016-01-15,5R00NS082376-04
2016-01-15,2R44HD066831-02A1
2016-01-15,5R01AI107250-03
2016-01-15,5K23DK102963-02
2016-01-15,1F30AI122866-01
2016-01-15,7R01AI074953-09
2016-01-15,5R21MH104736-02
2016-01-15,4R01NS075017-05
2016-01-15,1R43GM116233-01A1
2016-01-15,4R01AI080709-07
2016-01-15,4R01HL114770-04
2016-01-15,4R01AI051174-15
2016-01-15,1R01HL130388-01
2016-01-15,7R01CA154480-06
2016-01-15,2I01BX000626-05A2
2016-01-15,5R01AI117776-02
2016-01-15,3R43EB021209-01S2
2016-01-15,1R25HL131487-01
2016-01-15,4P01AI104715-04
2016-01-15,5R01AI118904-02
2016-01-15,4R01HL112839-04
2016-01-15,4R01MH094317-05
2016-01-15,4R25DK094760-04
2016-01-15,1R01MH108729-01
2016-01-15,4R37AI047822-16
2016-01-15,4R01AI104702-04
2016-01-15,5R01AI051334-13
2016-01-15,5R01AI055058-12
2016-01-15,1I01BX002659-01A2
2016-01-15,1R21AI117737-01A1
2016-01-15,1R21AI123718-01
2016-01-15,4R01AT006860-04
2016-01-15,5R42HL112435-04
2016-01-15,5R01GM108711-03
2016-01-15,4R01CA112503-07
2016-01-15,1I01BX002858-01A2
2016-01-15,4P20MD006898-05
2016-01-15,1R01AI118799-01A1
2016-01-15,4R01NS080194-31
2016-01-15,3UE1EH001285-02S1
2016-01-15,1R21AI122202-01
2016-01-15,1I01BX002572-01A2
2016-01-15,5R01DK068437-11
2016-01-15,1I01BX002842-01A2
2016-01-15,1U19MH107367-01
2016-01-15,5R13DC002038-23
2016-01-15,5R01AI068932-08
2016-01-15,1R21AI121996-01
2016-01-15,4P01AI104715-04
2016-01-15,4P01AI104715-04
2016-01-15,4P01AI104715-04
2016-01-15,4P01AI104715-04
2016-01-15,1R01AI120994-01A1
2016-01-15,1R21AI123965-01
2016-01-15,5R01AI119346-02
2016-01-15,1I01BX002926-01A1
2016-01-15,2R01GM079431-10
2016-01-15,2R44HD074310-02A1
2016-01-15,6R01GM098584-05
2016-01-15,5F31CA192807-02
2016-01-15,5R01MH106469-02
2016-01-15,2I01BX000813-05A1
2016-01-15,1R21AI124096-01
2016-01-15,1R21AI123679-01
2016-01-15,5R21AI115055-02
2016-01-15,5R01MH104656-02
2016-01-15,4R01AI104711-04
2016-01-15,5R44AI115754-02
2016-01-15,5R01GM040506-27
2016-01-15,1R21AI116985-01A1
2016-01-15,3R01EY024649-01A1S1
2016-01-15,4R00DA036569-03
2016-01-15,5R01HL117885-03
2016-01-15,2R01GM083137-09
2016-01-15,4R01DC005002-14
2016-01-15,1I01BX002646-01A2
2016-01-15,5F32DE024948-02X1
2016-01-15,7R01HD085836-02
2016-01-15,1R21AI116194-01A1
2016-01-15,1R21TW010173-01
2016-01-15,7R01DC013912-03
2016-01-15,1R01AI123135-01
2016-01-15,5R41AI113998-02
2016-01-15,4R01HL039006-27
2016-01-15,1R01HL130816-01
2016-01-15,4R01GM078204-09
2016-01-15,5R01AI052348-13
2016-01-15,5F32NS090828-02
2016-01-15,3P50NS091856-02S1
2016-01-15,4R00HL118157-03
2016-01-15,7R01DC014285-03
2016-01-15,4R01HL113612-04
2016-01-15,1R03CA182132-01A1
2016-01-15,1I01BX003241-01
2016-01-15,1I01CX001089-01A2
2016-01-15,5R01EB019436-02
2016-01-15,1R25HL131491-01
2016-01-15,1I01BX002758-01A2
2016-01-15,4R25NS083064-04
2016-01-15,1I01BX002944-01A1
2016-01-15,1I01CX001290-01A1
2016-01-15,4R00HL121076-03
2016-01-15,4P20MD006898-05
2016-01-15,4P20MD006898-05
2016-01-15,4P20MD006898-05
2016-01-15,1I01BX002776-01A2
2016-01-15,1I01BX002625-01A2
2016-01-15,5R01AI106676-03
2016-01-15,1K23AI121325-01
2016-01-15,2K24HL102245-06A1
2016-01-15,1R01NS095809-01
2016-01-15,1I01BX003284-01
2016-01-15,1I01CX001183-01A1
2016-01-15,5F30AI114070-02
2016-01-15,4R01AI098458-05
2016-01-15,3U2GPS001920-05S3
2016-01-15,1R01AI123124-01
2016-01-16,5R01MH103374-03
2016-01-16,5R01MH103517-02
2016-01-16,1R01CA206218-01A1
2016-01-16,4R25TW008171-05
2016-01-16,2R01NS051255-11
2016-01-16,5R01HL122846-02
2016-01-16,1R21HD086833-01
2016-01-16,5R01CA185055-02
2016-01-18,4R00HL123021-03
2016-01-18,3K24CA197382-01S1
2016-01-18,4R01AI093569-06
2016-01-18,1R43ES026500-01
2016-01-18,1R15GM117323-01
2016-01-18,4R01GM086587-08
2016-01-18,1R21EB019558-01A1
2016-01-18,1R01AG049762-01A1
2016-01-18,1R01ES026184-01
2016-01-18,1R21NS094644-01
2016-01-18,4R01CA168482-04
2016-01-18,1R01NS096581-01
2016-01-18,1K08NS096029-01
2016-01-18,1R21AI123846-01
2016-01-18,4R01AI099141-05
2016-01-18,4R01GM099774-05
2016-01-18,1R21AI121602-01A1
2016-01-18,5R01AI114653-02
2016-01-18,5R21CA186004-02
2016-01-18,5R00GM105913-04
2016-01-18,1R01ES026217-01
2016-01-18,4R00HG007982-02
2016-01-18,4R01MH074794-10
2016-01-18,5R01GM108648-03
2016-01-18,1R01GM117400-01
2016-01-18,1R01NS094664-01A1
2016-01-18,5K07CA180782-03
2016-01-18,4R01GM100478-05
2016-01-18,5R01AI110782-03
2016-01-18,5R01DC000194-32
2016-01-18,1R01ES024966-01A1
2016-01-18,1R01AI124006-01
2016-01-18,5R01GM108663-03
2016-01-18,4R01CA158209-05
2016-01-18,4R01GM103604-04
2016-01-18,2R01GM048533-22
2016-01-18,5R01GM105802-03
2016-01-18,5F32GM113404-02
2016-01-18,5R13GM106571-03
2016-01-18,5R01AI074856-08
2016-01-18,1R01DK107807-01
2016-01-18,1R01AG052286-01
2016-01-18,4R00HL118163-03
2016-01-18,5R01DC013554-03
2016-01-18,1R03CA201982-01
2016-01-18,5R01AI070544-07
2016-01-18,2R01AI081704-06
2016-01-18,4R01AI101423-04
2016-01-18,5R01GM108964-03
2016-01-18,3R01DC013561-02S1
2016-01-18,1R01ES025529-01A1
2016-01-18,1R01ES025161-01A1
2016-01-18,5R01AI065638-10
2016-01-18,1R01MH106564-01A1
2016-01-18,7K01DK093627-05
2016-01-18,5R01GM105781-03
2016-01-18,5R21AI112763-02
2016-01-18,5R01AI109096-02
2016-01-18,4R01CA147313-06
2016-01-18,1F31DC015155-01A1
2016-01-18,1R21AI123984-01
2016-01-18,5R01NS088206-02
2016-01-18,5R01GM114142-02
2016-01-18,5R01GM105772-03
2016-01-18,5R00GM104158-04
2016-01-18,5R01AI112442-03
2016-01-18,2U01DK048437-23
2016-01-18,1R21AG050018-01A1
2016-01-18,4R01AI102964-04
2016-01-18,1R21ES025374-01A1
2016-01-18,2U01DK048514-23
2016-01-18,1F32GM114948-01A1
2016-01-18,1R21AI119627-01A1
2016-01-19,1R41TR001270-01A1
2016-01-19,4R01HL052141-19
2016-01-19,5R01AI116604-02
2016-01-19,5R25TW009722-03
2016-01-19,5I01RX000890-04
2016-01-19,4R25TW009248-05
2016-01-19,1R21AA024387-01A1
2016-01-19,2U01DK048397-23
2016-01-19,1R01AI116453-01
2016-01-19,3U24CA143867-05S3
2016-01-19,6R03ES024849-02
2016-01-19,7U41HG004059-11
2016-01-19,1R21AI122197-01
2016-01-19,7R01CA167181-04
2016-01-19,5R00CA154870-05
2016-01-19,3R01NS039135-13S1
2016-01-19,1R21AI124675-01
2016-01-19,6R01ES003830-29
2016-01-19,5R01HL128135-02
2016-01-19,4R01CA173636-04
2016-01-19,5R01AI096305-05
2016-01-19,5K22HL113045-04
2016-01-19,1R01CA200129-01A1
2016-01-19,1R13DE025777-01
2016-01-19,4R00CA179137-03
2016-01-19,1R01AI123244-01
2016-01-19,5I21RX001765-02
2016-01-19,4R01HL113577-04
2016-01-19,1R35CA197694-01
2016-01-19,5K08AI116949-02
2016-01-19,5R01CA172106-05
2016-01-19,1R01CA197422-01A1
2016-01-19,5R01CA183984-02
2016-01-19,5R01AI116669-02
2016-01-19,1R01NS095969-01
2016-01-19,2U01DK048400-23
2016-01-19,4R01NS052233-11
2016-01-19,1R01AI123327-01
2016-01-19,2R01AI057460-12A1
2016-01-19,4R01DC013076-04
2016-01-19,4R01CA093729-15
2016-01-19,5F31GM113362-02
2016-01-19,4R01AI097375-05
2016-01-19,4R37GM046255-25
2016-01-19,5R01NS083813-03
2016-01-19,5R37AI026109-28
2016-01-19,5IK2RX001123-03
2016-01-19,1K08AI120806-01A1
2016-01-19,4R01HL117163-04
2016-01-19,4R01HL090905-09
2016-01-19,5R21CA185702-02
2016-01-19,4R01NS025713-29
2016-01-19,5R21AI118470-02
2016-01-19,2U01DK048407-23
2016-01-19,4R01DC013048-04
2016-01-19,6K23HD074946-04
2016-01-19,3P50GM115305-01S1
2016-01-19,5R13DC006616-14
2016-01-19,1R21AI122001-01
2016-01-19,5R01NS091218-02
2016-01-19,4R25TW001604-17
2016-01-19,5R01HL126913-02
2016-01-19,1R01NS092803-01A1
2016-01-19,1R01CA201246-01
2016-01-19,3R42MH096435-03S1
2016-01-19,5R01HL122547-02
2016-01-19,2U01DK048411-23
2016-01-19,2U01DK048375-23
2016-01-19,7P01NS057228-09
2016-01-19,4R00HL121172-03
2016-01-19,5D43TW009522-02
2016-01-19,1R01HD083292-01A1
2016-01-19,1K99ES025280-01A1
2016-01-19,1R01AI123126-01
2016-01-19,5R01AI085043-08
2016-01-19,1F31AI116023-01A1
2016-01-19,5R37AI051530-14
2016-01-19,5R21NS089080-02
2016-01-19,1R01EB020353-01A1
2016-01-19,7K08AI108730-03
2016-01-19,5I01RX001532-03
2016-01-19,5R01GM067153-12
2016-01-19,2U01DK048387-23
2016-01-19,4UM1CA173642-04
2016-01-19,5F32CA192769-02
2016-01-19,5R01HL127764-02
2016-01-19,7R01NS085152-03
2016-01-19,4R01HD077882-03
2016-01-19,5R01HL122223-02
2016-01-19,1R01HL130193-01
2016-01-19,4R01HL113598-04
2016-01-19,4R01HL064603-13
2016-01-19,1R03CA201918-01
2016-01-19,1R01HL130436-01
2016-01-19,4R01HL113089-05
2016-01-19,4R01DC000407-28
2016-01-19,1R21NS096677-01
2016-01-19,4R01HL111455-04
2016-01-19,1R01AI116998-01A1
2016-01-19,5D43TW006578-13
2016-01-19,1R21DE025732-01
2016-01-19,2U01DK048485-23
2016-01-19,5R01AI117058-02
2016-01-19,5D43TW010074-02
2016-01-19,5R01AI081059-08
2016-01-19,5R01DC004792-15
2016-01-19,1R21AI115251-01A1
2016-01-19,1R01CA200718-01
2016-01-19,2U01DK048381-23
2016-01-19,5I01RX000174-05
2016-01-19,2U01DK048377-23
2016-01-19,4R01HL116626-04
2016-01-19,5IK2RX000705-05
2016-01-19,4R01DC012567-04
2016-01-19,1K23AI121516-01
2016-01-19,5I01RX001663-02
2016-01-19,5K24AI112964-02
2016-01-19,5R01CA184208-02
2016-01-19,5K01OD019923-02
2016-01-20,5R21AI117615-02
2016-01-20,7R01HD074581-04
2016-01-20,4R01NS079965-05
2016-01-20,1R01CA202690-01
2016-01-20,5F31AI118212-02
2016-01-20,5R01AI114697-02
2016-01-20,3P01AI097092-04S1
2016-01-20,5P01CA055791-22
2016-01-20,4R25GM099649-05
2016-01-20,2U01DK048404-23
2016-01-20,4R01AI021640-31
2016-01-20,2R01HL053325-20
2016-01-20,2R56AI059738-11A1
2016-01-20,5F30CA183497-03
2016-01-20,5R21CA191965-02
2016-01-20,5R03AR065760-03
2016-01-20,5SC2GM112578-02
2016-01-20,5R01CA100857-12
2016-01-20,4R01CA082659-17
2016-01-20,1R01EY024608-01A1
2016-01-20,1R13HD087100-01
2016-01-20,5F31DE024926-02
2016-01-20,5R01HL055454-17
2016-01-20,1K24HL130451-01
2016-01-20,4R37AI036040-28
2016-01-20,5R44MH102096-03
2016-01-20,5R01AI116993-02
2016-01-20,4R01CA091791-14
2016-01-20,5R01HL074186-11
2016-01-20,4R01CA157660-05
2016-01-20,1R21EB020283-01A1
2016-01-20,5R01CA181450-03
2016-01-20,5R01DE023838-03
2016-01-20,5R01HL116581-05
2016-01-20,5P01CA055791-22
2016-01-20,2R44ES023529-02
2016-01-20,5R21CA192042-02
2016-01-20,1R01GM117028-01
2016-01-20,4U42OD010426-14
2016-01-20,5R01CA100693-11
2016-01-20,5R37AR046523-18
2016-01-20,5R01AI110478-03
2016-01-20,1R01EB022077-01
2016-01-20,3U2GGH000640-04S1
2016-01-20,3R01EY006400-23S1
2016-01-20,5F31AI110072-03
2016-01-20,1R21AI122894-01
2016-01-20,3U24CA143835-05S2
2016-01-20,5SC2GM112549-02
2016-01-20,4R37CA072614-20
2016-01-20,5K23GM110540-02
2016-01-20,1R21ES026412-01
2016-01-20,4R00HL123485-03
2016-01-20,5R01CA118790-08
2016-01-20,1R01HL131512-01
2016-01-20,1R21AI117463-01A1
2016-01-20,1R44CA203350-01
2016-01-20,2R01DK068634-11
2016-01-20,1R01MH109289-01
2016-01-20,4R01HL107778-04
2016-01-20,5R01HL118183-03
2016-01-20,5R00CA175290-04
2016-01-20,5R01HG007358-03
2016-01-20,4R37MH073853-11
2016-01-20,5F31CA196305-02
2016-01-20,1R21EY025403-01A1
2016-01-20,5R01AI116456-02
2016-01-20,3R01AI106036-05S1
2016-01-20,2R01GM076562-09
2016-01-20,1K22AI104794-01A1
2016-01-20,4R01CA169338-04
2016-01-20,5P01CA055791-22
2016-01-20,5P01CA055791-22
2016-01-20,4R01AR044345-18
2016-01-20,2U01DK048339-23
2016-01-20,5R01AR056019-08
2016-01-20,1R01ES025234-01A1
2016-01-20,1R01AI124121-01
2016-01-20,5R01AI083359-07
2016-01-20,4R01AR062002-05
2016-01-20,7R01AG046149-03
2016-01-20,5R25GM090084-07
2016-01-20,1F31GM116476-01A1
2016-01-20,4R01HL111084-04
2016-01-20,1R21NS096618-01
2016-01-20,1R01AI121037-01A1
2016-01-20,5R01AR049718-12
2016-01-20,2U01DK048349-24
2016-01-20,4K08AR063813-04
2016-01-20,1R21AI121933-01
2016-01-20,2R44ES022303-02
2016-01-20,4R01GM101056-05
2016-01-20,4R00DK098310-03
2016-01-20,1R21AI123630-01
2016-01-20,4F31DE023273-03
2016-01-20,2R01GM083050-09
2016-01-20,5R01AI116678-02
2016-01-20,2R01GM099481-05
2016-01-20,1R01EY026082-01
2016-01-20,1R01EB021308-01
2016-01-20,4R01HL115988-04
2016-01-20,1F31AI120648-01A1
2016-01-20,5P01CA055791-22
2016-01-20,1R01DC014950-01
2016-01-20,3U2GGH000073-04S1
2016-01-20,4R33NS087562-03
2016-01-20,1R01GM117299-01
2016-01-20,1R01GM117946-01
2016-01-20,1R21AI124463-01
2016-01-20,3U2GGH000272-05S1
2016-01-20,2U01DK048468-23
2016-01-20,5P01CA055791-22
2016-01-20,5P01CA055791-22
2016-01-20,5P01CA055791-22
2016-01-21,4R01AI100127-06
2016-01-21,5R01CA184770-02
2016-01-21,5R00NS083714-04
2016-01-21,4R01HD054511-09
2016-01-21,5R21CA182941-02
2016-01-21,1R21AI117644-01A1
2016-01-21,7R21CA177395-03
2016-01-21,4P30MH043520-28
2016-01-21,4P30MH043520-28
2016-01-21,5R01AI117802-02
2016-01-21,5R01CA184168-03
2016-01-21,5K22CA184244-02
2016-01-21,5R01NS087253-03
2016-01-21,5R01HD046160-14
2016-01-21,5R01CA163800-05
2016-01-21,4P30MH043520-28
2016-01-21,4R01AI095684-05
2016-01-21,9R01NS096785-06
2016-01-21,7U01HG007465-04
2016-01-21,5R01CA131313-09
2016-01-21,7R21DA036672-03
2016-01-21,1R13DA038955-01A1
2016-01-21,1R01HL127077-01A1
2016-01-21,4F32CA177216-03
2016-01-21,5R01GM105090-03
2016-01-21,4R01AI097518-05
2016-01-21,4P30MH043520-28
2016-01-21,5R01NS088379-02
2016-01-21,4R01AT006896-04
2016-01-21,7S10OD018228-02
2016-01-21,5R01AI108626-03
2016-01-21,5R01AI073303-08
2016-01-21,5R01DK102791-02
2016-01-21,1R21NS096997-01
2016-01-21,5F31HD082956-02
2016-01-21,5R01AI113923-02
2016-01-21,5R01AI081923-07
2016-01-21,5F32GM109569-03
2016-01-21,5R01MH101209-03
2016-01-21,4R01CA172268-04
2016-01-21,5R01AR066635-02
2016-01-21,5F31MH105161-02
2016-01-21,5R01GM113940-02
2016-01-21,1R41GM116530-01A1
2016-01-21,5F32GM113297-02
2016-01-21,4R01MH096633-05
2016-01-21,4P01HL087123-09
2016-01-21,5R01GM102358-03
2016-01-21,5R01DK030534-34
2016-01-21,4R01DK052380-19
2016-01-21,1R01HL130819-01
2016-01-21,5K24HL125704-02
2016-01-21,5R01HG008161-02
2016-01-21,5R21AI117368-02
2016-01-21,5R01GM105691-03
2016-01-21,4P01HL087123-09
2016-01-21,4P01HL087123-09
2016-01-21,3R01GM038765-29S1
2016-01-21,4P01HL087123-09
2016-01-21,4P01HL087123-09
2016-01-21,1R01GM116885-01
2016-01-21,5R44AG044860-03
2016-01-21,2R01AI066025-11
